stereotype_type,text,text_with_marker,category,data_source,label,Sentiment,Regard
other,"🤗I know some of my followers are hardcore Corsi & Alex Jones followers. I know this is tough learning who might or might not be black hats. But remember...think logically. If the pattern of behavior is inconsistent with the message, we have to examine closely. 👀 Good guys can become corrupt. We are ","🤗I know some of my followers are hardcore Corsi & Alex Jones followers. I know this is tough learning who might or might not be black hats. But remember...think logically. If the pattern of behavior is inconsistent with the message, we have to examine closely. 👀 Good guys can become corrupt. We are ",unrelated,gab_forum,unrelated,neutral,negative
other,"to smart for ya, i understand","to smart for ya, i understand",unrelated,gab_forum,unrelated,positive,neutral
other,"School shooting in Florida again...no deaths, one injured, suspect in custody.  ","School shooting in Florida again...no deaths, one injured, suspect in custody.  ",unrelated,gab_forum,unrelated,neutral,negative
other,Wow.  Where?  In the United States?,Wow.  Where?  In the United States?,unrelated,gab_forum,unrelated,positive,neutral
politics,The restoration and stability of the Syrian government is better to have than a power vacuum of rebels wanting regional warfare and power. Send the migrants and #refugees back to their homes and the Syrians back to their home to rebuild. #Syria 🇸🇾   ,The restoration and stability of the Syrian government is better to have than a power vacuum of rebels wanting regional warfare and power. Send the migrants and #refugees back to their homes and the Syrians back to their home to rebuild. #Syria 🇸🇾   ,unrelated,gab_forum,unrelated,neutral,positive
nationality,"Oh boy what does Kim Jong oof want this time...we should have united Korea under South Korean rule when we had the chance, but they had communist allies then...from what i hear they don't exactly have much now from what's going on, lose a few more and....*Accidentally pushes invasion button* OOPS ","Oh boy what does Kim Jong oof want this time...we should have united Korea under South Korean rule when we had the chance, but they had communist allies then...from what i hear they don't exactly have much now from what's going on, lose a few more and....*Accidentally pushes invasion button* OOPS ",neutral,gab_forum,neutral_nationality,negative,negative
other,Sleepy eyed Chuck Todd cant understand why the GOP held an open hearing with Peter Strzok.   What a hoot!,Sleepy eyed Chuck Todd cant understand why the GOP held an open hearing with Peter Strzok.   What a hoot!,unrelated,gab_forum,unrelated,negative,negative
other,"the cupcake with the snot-green hair is sooo fat, her favourite meal is, seconds?","the cupcake with the snot-green hair is sooo fat, her favourite meal is, seconds?",unrelated,gab_forum,unrelated,negative,negative
nationality,"Documentary by Canadian historian James Bacque of the war crimes and mis-treatment on the whole of Germany (soldiers and civilians) inflicted by the allies following WW2. The allied governments did all they could to coverup the postwar forced starvation, torture, slaughter, rape, etc. they were guil","Documentary by Canadian historian James Bacque of the war crimes and mis-treatment on the whole of Germany (soldiers and civilians) inflicted by the allies following WW2. The allied governments did all they could to coverup the postwar forced starvation, torture, slaughter, rape, etc. they were guil",stereotype,gab_forum,stereotype_nationality,negative,negative
other,"'I was a great police officer,' says Chicago cop charged with murder in shooting of 17-year-old Laquan McDonald   #chicago #illinois #police","'I was a great police officer,' says Chicago cop charged with murder in shooting of 17-year-old Laquan McDonald   #chicago #illinois #police",unrelated,gab_forum,unrelated,negative,positive
other,Congratulations to Gina Haspel for being the first woman to serve as CIA director. #MAGA Strange I don't hear MSM praising anyone for the action....,Congratulations to Gina Haspel for being the first woman to serve as CIA director. #MAGA Strange I don't hear MSM praising anyone for the action....,unrelated,gab_forum,unrelated,positive,positive
race_ethnicity,"If the Demoncrats win big in November you will hear the lying media crowing about how they motivated the brown vote to swarm to the polls. If that is indeed what happens then consider it a foretaste of what to expect in 2020 . Focus on building our own pro White movement that can restore White rule,","If the Demoncrats win big in November you will hear the lying media crowing about how they motivated the brown vote to swarm to the polls. If that is indeed what happens then consider it a foretaste of what to expect in 2020 . Focus on building our own pro White movement that can restore White rule,",neutral,gab_forum,neutral_race_ethnicity,negative,negative
other,"A List of the Companies Cutting Ties With the N.R.A.  avis,budget,alamo,budget,hertz enterprise too bad i have an enterprise rental right now but i did get the full insurance hope i don't back into a pole   best western ,simply safe,symantec,true car,metlife,chubb,delta,united airlines  make sure to","A List of the Companies Cutting Ties With the N.R.A.  avis,budget,alamo,budget,hertz enterprise too bad i have an enterprise rental right now but i did get the full insurance hope i don't back into a pole   best western ,simply safe,symantec,true car,metlife,chubb,delta,united airlines  make sure to",unrelated,gab_forum,unrelated,neutral,neutral
other,"Trump releases #MAGA diss track in response to Eminem. The washed up, white boyfriend of Dr Dre.","Trump releases #MAGA diss track in response to Eminem. The washed up, white boyfriend of Dr Dre.",unrelated,gab_forum,unrelated,negative,negative
politics,"""When Barnett tried to identify himself as a reporter, showing his credentials, the agent replied: 'I don’t give a damn who you are.' ""  Give this Secret Service agent a raise! ","""When Barnett tried to identify himself as a reporter, showing his credentials, the agent replied: 'I don’t give a damn who you are.' ""  Give this Secret Service agent a raise! ",unrelated,gab_forum,unrelated,negative,negative
other,"Thank You Ma'am, and the same to you!","Thank You Ma'am, and the same to you!",unrelated,gab_forum,unrelated,positive,neutral
politics,"So progressive educators have decided to sidestep any responses when we ask these idiots ""give us examples of Trump's racism"" and try to indoctrinate our youth with their lies and leftist garbage. Amazing how the same people who voted for Obama turned around and voted for someone they're accusing of","So progressive educators have decided to sidestep any responses when we ask these idiots ""give us examples of Trump's racism"" and try to indoctrinate our youth with their lies and leftist garbage. Amazing how the same people who voted for Obama turned around and voted for someone they're accusing of",neutral,gab_forum,neutral_politics,negative,negative
other,I just got my first compound bow. It’s a dinosaur but it’ll still take a deer...,I just got my first compound bow. It’s a dinosaur but it’ll still take a deer...,unrelated,gab_forum,unrelated,neutral,neutral
other,"My only biotech holding today is illumina. They sell DNA sequencers, my expectation is that genetic sequencing and editing will be big in a 10-20 year time frame.    ","My only biotech holding today is illumina. They sell DNA sequencers, my expectation is that genetic sequencing and editing will be big in a 10-20 year time frame.    ",unrelated,gab_forum,unrelated,neutral,positive
other,"I remember hearing about a similar effect happening to standard shells fired by old WWII-era battleships. The US Navy or possibly the Royal Navy figured out that if you landed a 16-inch shell at just the right angle and slightly in front of the target (relative to own ship), it would continue–","I remember hearing about a similar effect happening to standard shells fired by old WWII-era battleships. The US Navy or possibly the Royal Navy figured out that if you landed a 16-inch shell at just the right angle and slightly in front of the target (relative to own ship), it would continue–",unrelated,gab_forum,unrelated,neutral,neutral
other,"""I used to walk into a room full of people, insecure and wondering whether they liked me. Now I look around the room, and wonder whether I like them.""  Isn't it wonderful to not give a stuff?  Reinvent your health and life: www.doctorsaredangerous.com","""I used to walk into a room full of people, insecure and wondering whether they liked me. Now I look around the room, and wonder whether I like them.""  Isn't it wonderful to not give a stuff?  Reinvent your health and life: www.doctorsaredangerous.com",unrelated,gab_forum,unrelated,positive,other
